Product ID,Customer ID,Rating,Review Text
PROD353,CUST7164,2,"Very easy to use, beginner-friendly."
PROD269,CUST4275,3,"The instructions were unclear, difficult to set up."
PROD343,CUST7918,4,"Fantastic build quality, feels premium."
PROD745,CUST2088,3,"Great product, works as expected!"
PROD849,CUST3361,1,"Battery life is very short, not as advertised."
PROD475,CUST6543,1,"Fantastic build quality, feels premium."
PROD900,CUST3251,2,"Not what I ordered, very disappointed."
PROD239,CUST4460,3,"Great product, works as expected!"
PROD992,CUST3519,3,"The instructions were unclear, difficult to set up."
PROD283,CUST5627,2,"Not what I ordered, very disappointed."
PROD229,CUST7187,4,"Shipping took too long, not satisfied."
PROD705,CUST8238,5,"The instructions were unclear, difficult to set up."
PROD702,CUST6831,5,"Not satisfied, poor quality."
PROD286,CUST3342,2,"Fantastic build quality, feels premium."
PROD661,CUST6352,4,"Battery life is very short, not as advertised."
PROD574,CUST7209,1,"Very easy to use, beginner-friendly."
PROD124,CUST9530,4,"Perfect gift for my friend, they loved it!"
PROD899,CUST4304,1,"Fantastic build quality, feels premium."
PROD235,CUST6816,2,"Battery life is very short, not as advertised."
PROD615,CUST1530,2,"Perfect gift for my friend, they loved it!"
PROD665,CUST8496,2,"Fantastic build quality, feels premium."
PROD310,CUST5144,2,"Fantastic build quality, feels premium."
PROD105,CUST1544,4,"Fantastic build quality, feels premium."
PROD906,CUST9050,2,"Not satisfied, poor quality."
PROD640,CUST6394,3,"Perfect gift for my friend, they loved it!"
PROD500,CUST7947,4,"Great product, works as expected!"
PROD873,CUST9520,2,"Fantastic build quality, feels premium."
PROD463,CUST8897,3,"Great product, works as expected!"
PROD238,CUST2607,3,"Great product, works as expected!"
PROD571,CUST2336,1,"Arrived damaged, had to request a replacement."
PROD474,CUST7847,5,"Fantastic build quality, feels premium."
PROD345,CUST7556,5,"Fantastic build quality, feels premium."
PROD363,CUST3828,1,"Battery life is very short, not as advertised."
PROD750,CUST1272,4,"The instructions were unclear, difficult to set up."
PROD590,CUST2487,1,"Battery life is very short, not as advertised."
PROD256,CUST4896,4,"The instructions were unclear, difficult to set up."
PROD578,CUST8483,2,"Arrived damaged, had to request a replacement."
PROD559,CUST1290,2,"Better than expected, great performance."
PROD996,CUST2438,2,"Battery life is very short, not as advertised."
PROD860,CUST5121,3,"Shipping took too long, not satisfied."
PROD121,CUST6652,4,"Not what I ordered, very disappointed."
PROD759,CUST3750,1,"Not satisfied, poor quality."
PROD185,CUST9882,1,"Shipping took too long, not satisfied."
PROD855,CUST4066,2,"Arrived damaged, had to request a replacement."
PROD929,CUST5074,2,"Fantastic build quality, feels premium."
PROD869,CUST1547,5,"Battery life is very short, not as advertised."
PROD166,CUST6578,5,"Shipping took too long, not satisfied."
PROD658,CUST9893,3,"The instructions were unclear, difficult to set up."
PROD570,CUST7431,1,"Not what I ordered, very disappointed."
PROD769,CUST7087,3,"Great product, works as expected!"
PROD121,CUST4098,2,"Better than expected, great performance."
PROD816,CUST8730,2,"Very easy to use, beginner-friendly."
PROD326,CUST7940,1,"Arrived damaged, had to request a replacement."
PROD999,CUST1072,2,"Great product, works as expected!"
PROD266,CUST4812,3,"Battery life is very short, not as advertised."
PROD555,CUST7248,1,"Arrived damaged, had to request a replacement."
PROD519,CUST5135,5,"Fantastic build quality, feels premium."
PROD559,CUST5934,2,"Perfect gift for my friend, they loved it!"
PROD371,CUST1058,1,"Very easy to use, beginner-friendly."
PROD200,CUST3242,4,"Better than expected, great performance."
PROD729,CUST8386,1,"Not satisfied, poor quality."
PROD944,CUST8923,1,"Fantastic build quality, feels premium."
PROD905,CUST9512,2,"Great product, works as expected!"
PROD801,CUST7009,4,"Not what I ordered, very disappointed."
PROD865,CUST2003,1,"Arrived damaged, had to request a replacement."
PROD686,CUST6537,3,"The instructions were unclear, difficult to set up."
PROD455,CUST9898,3,"Battery life is very short, not as advertised."
PROD874,CUST3825,3,"Better than expected, great performance."
PROD901,CUST4728,4,"Great product, works as expected!"
PROD716,CUST8692,4,"Battery life is very short, not as advertised."
PROD480,CUST8315,2,"The instructions were unclear, difficult to set up."
PROD900,CUST8833,5,"Fantastic build quality, feels premium."
PROD234,CUST1716,1,"Arrived damaged, had to request a replacement."
PROD723,CUST6314,4,"Perfect gift for my friend, they loved it!"
PROD130,CUST9456,4,"Better than expected, great performance."
PROD915,CUST6956,4,"Not satisfied, poor quality."
PROD917,CUST6495,4,"Great product, works as expected!"
PROD642,CUST3707,5,"Better than expected, great performance."
PROD867,CUST7788,5,"Fantastic build quality, feels premium."
PROD276,CUST9919,2,"Very easy to use, beginner-friendly."
PROD537,CUST4446,4,"Better than expected, great performance."
PROD205,CUST3482,4,"Fantastic build quality, feels premium."
PROD139,CUST5423,5,"Arrived damaged, had to request a replacement."
PROD885,CUST2161,4,"The instructions were unclear, difficult to set up."
PROD204,CUST3432,3,"Not what I ordered, very disappointed."
PROD896,CUST2877,4,"Arrived damaged, had to request a replacement."
PROD357,CUST2977,2,"Battery life is very short, not as advertised."
PROD101,CUST7758,2,"Battery life is very short, not as advertised."
PROD691,CUST1576,2,"Better than expected, great performance."
PROD312,CUST9752,1,"Not what I ordered, very disappointed."
PROD323,CUST9490,5,"The instructions were unclear, difficult to set up."
PROD723,CUST9016,3,"Better than expected, great performance."
PROD485,CUST1824,5,"Great product, works as expected!"
PROD979,CUST9368,1,"Very easy to use, beginner-friendly."
PROD176,CUST7670,3,"Shipping took too long, not satisfied."
PROD299,CUST1493,4,"Shipping took too long, not satisfied."
PROD732,CUST2419,5,"Better than expected, great performance."
PROD181,CUST5376,4,"Better than expected, great performance."
PROD396,CUST8605,2,"Very easy to use, beginner-friendly."
PROD601,CUST8449,5,"Arrived damaged, had to request a replacement."
PROD361,CUST8607,3,"Shipping took too long, not satisfied."
PROD580,CUST3491,5,"Not what I ordered, very disappointed."
PROD264,CUST3234,5,"Very easy to use, beginner-friendly."
PROD374,CUST7628,4,"Battery life is very short, not as advertised."
PROD297,CUST3469,2,"Shipping took too long, not satisfied."
PROD206,CUST6579,4,"Not satisfied, poor quality."
PROD295,CUST8147,3,"Very easy to use, beginner-friendly."
PROD128,CUST2358,4,"Not what I ordered, very disappointed."
PROD834,CUST8860,3,"Very easy to use, beginner-friendly."
PROD104,CUST2590,1,"Very easy to use, beginner-friendly."
PROD874,CUST8874,5,"Great product, works as expected!"
PROD729,CUST2247,3,"Perfect gift for my friend, they loved it!"
PROD129,CUST3848,3,"Battery life is very short, not as advertised."
PROD139,CUST9053,5,"Battery life is very short, not as advertised."
PROD787,CUST2925,4,"Perfect gift for my friend, they loved it!"
PROD804,CUST6635,5,"Better than expected, great performance."
PROD369,CUST7005,4,"The instructions were unclear, difficult to set up."
PROD792,CUST1139,2,"Not satisfied, poor quality."
PROD137,CUST1442,4,"Shipping took too long, not satisfied."
PROD774,CUST9197,3,"Shipping took too long, not satisfied."
PROD644,CUST5976,5,"Shipping took too long, not satisfied."
PROD954,CUST1916,5,"Perfect gift for my friend, they loved it!"
PROD698,CUST1457,4,"Battery life is very short, not as advertised."
PROD152,CUST8590,4,"Not what I ordered, very disappointed."
PROD519,CUST7480,2,"Fantastic build quality, feels premium."
PROD952,CUST6649,2,"Very easy to use, beginner-friendly."
PROD206,CUST6147,2,"The instructions were unclear, difficult to set up."
PROD756,CUST7020,4,"Great product, works as expected!"
PROD407,CUST7485,1,"Fantastic build quality, feels premium."
PROD301,CUST5693,1,"Fantastic build quality, feels premium."
PROD366,CUST2987,1,"Perfect gift for my friend, they loved it!"
PROD229,CUST9144,1,"Very easy to use, beginner-friendly."
PROD339,CUST5669,1,"Arrived damaged, had to request a replacement."
PROD108,CUST8656,2,"Battery life is very short, not as advertised."
PROD619,CUST8804,3,"Better than expected, great performance."
PROD768,CUST5981,5,"Arrived damaged, had to request a replacement."
PROD911,CUST5528,2,"Very easy to use, beginner-friendly."
PROD891,CUST8953,5,"Fantastic build quality, feels premium."
PROD455,CUST1780,5,"Not what I ordered, very disappointed."
PROD288,CUST3287,4,"Great product, works as expected!"
PROD810,CUST2630,3,"Shipping took too long, not satisfied."
PROD335,CUST1689,4,"Perfect gift for my friend, they loved it!"
PROD303,CUST1459,2,"Not satisfied, poor quality."
PROD602,CUST1895,1,"The instructions were unclear, difficult to set up."
PROD774,CUST8862,1,"Fantastic build quality, feels premium."
PROD150,CUST8812,4,"Better than expected, great performance."
PROD924,CUST4903,3,"Not satisfied, poor quality."
PROD843,CUST2563,5,"Not what I ordered, very disappointed."
PROD661,CUST9684,4,"Arrived damaged, had to request a replacement."
PROD533,CUST9385,4,"Perfect gift for my friend, they loved it!"
PROD333,CUST2961,4,"Arrived damaged, had to request a replacement."
PROD794,CUST6438,1,"Great product, works as expected!"
PROD387,CUST8956,1,"Better than expected, great performance."
PROD394,CUST2839,3,"Not satisfied, poor quality."
PROD215,CUST1966,1,"The instructions were unclear, difficult to set up."
PROD202,CUST4708,3,"The instructions were unclear, difficult to set up."
PROD137,CUST3113,4,"Shipping took too long, not satisfied."
PROD412,CUST5447,5,"Shipping took too long, not satisfied."
PROD572,CUST6423,4,"Great product, works as expected!"
PROD352,CUST2578,4,"Perfect gift for my friend, they loved it!"
PROD972,CUST6627,1,"Perfect gift for my friend, they loved it!"
PROD210,CUST6432,2,"Great product, works as expected!"
PROD737,CUST9317,3,"Very easy to use, beginner-friendly."
PROD861,CUST3834,2,"Shipping took too long, not satisfied."
PROD430,CUST3820,4,"Shipping took too long, not satisfied."
PROD114,CUST8692,5,"The instructions were unclear, difficult to set up."
PROD547,CUST9685,4,"Arrived damaged, had to request a replacement."
PROD573,CUST3027,3,"Better than expected, great performance."
PROD839,CUST4738,1,"Better than expected, great performance."
PROD272,CUST6061,1,"Better than expected, great performance."
PROD189,CUST2333,1,"Better than expected, great performance."
PROD800,CUST1326,2,"Shipping took too long, not satisfied."
PROD285,CUST9780,2,"Very easy to use, beginner-friendly."
PROD329,CUST7922,2,"Not what I ordered, very disappointed."
PROD475,CUST9301,5,"Not what I ordered, very disappointed."
PROD811,CUST7624,1,"Perfect gift for my friend, they loved it!"
PROD419,CUST9701,2,"The instructions were unclear, difficult to set up."
PROD169,CUST9917,4,"Not satisfied, poor quality."
PROD220,CUST9625,1,"Perfect gift for my friend, they loved it!"
PROD287,CUST9336,5,"Arrived damaged, had to request a replacement."
PROD540,CUST1483,1,"Shipping took too long, not satisfied."
PROD288,CUST6275,2,"Fantastic build quality, feels premium."
PROD514,CUST4253,2,"Very easy to use, beginner-friendly."
PROD245,CUST8363,4,"The instructions were unclear, difficult to set up."
PROD786,CUST8290,4,"Shipping took too long, not satisfied."
PROD615,CUST2712,5,"Not satisfied, poor quality."
PROD877,CUST3770,3,"Great product, works as expected!"
PROD589,CUST4875,1,"Battery life is very short, not as advertised."
PROD107,CUST3569,2,"Shipping took too long, not satisfied."
PROD602,CUST7078,3,"Better than expected, great performance."
PROD814,CUST5628,4,"Better than expected, great performance."
PROD403,CUST2104,5,"Very easy to use, beginner-friendly."
PROD167,CUST9446,2,"Not satisfied, poor quality."
PROD149,CUST4256,3,"Arrived damaged, had to request a replacement."
PROD575,CUST4136,4,"Not satisfied, poor quality."
PROD310,CUST3464,4,"Perfect gift for my friend, they loved it!"
PROD499,CUST5405,5,"Not what I ordered, very disappointed."
PROD309,CUST6595,2,"Very easy to use, beginner-friendly."
PROD910,CUST7853,1,"Shipping took too long, not satisfied."
PROD421,CUST8537,1,"Perfect gift for my friend, they loved it!"
PROD522,CUST5318,3,"Very easy to use, beginner-friendly."
PROD275,CUST7337,2,"Great product, works as expected!"
PROD155,CUST8417,1,"Perfect gift for my friend, they loved it!"
PROD864,CUST1164,3,"Very easy to use, beginner-friendly."
PROD541,CUST1264,3,"The instructions were unclear, difficult to set up."
PROD836,CUST2449,1,"Fantastic build quality, feels premium."
PROD747,CUST4704,2,"Not what I ordered, very disappointed."
PROD829,CUST5182,3,"Battery life is very short, not as advertised."
PROD644,CUST7434,4,"Very easy to use, beginner-friendly."
PROD704,CUST5497,5,"Not what I ordered, very disappointed."
PROD777,CUST6052,3,"Great product, works as expected!"
PROD535,CUST3856,1,"Shipping took too long, not satisfied."
PROD871,CUST6864,5,"Very easy to use, beginner-friendly."
PROD261,CUST7845,5,"Arrived damaged, had to request a replacement."
PROD105,CUST2883,5,"Battery life is very short, not as advertised."
PROD939,CUST1159,1,"Fantastic build quality, feels premium."
PROD404,CUST4494,3,"Very easy to use, beginner-friendly."
PROD467,CUST4871,3,"Not what I ordered, very disappointed."
PROD300,CUST4049,3,"Perfect gift for my friend, they loved it!"
PROD300,CUST3846,4,"Fantastic build quality, feels premium."
PROD483,CUST5786,5,"Fantastic build quality, feels premium."
PROD344,CUST1566,3,"Better than expected, great performance."
PROD638,CUST5112,4,"Shipping took too long, not satisfied."
PROD746,CUST5420,1,"Fantastic build quality, feels premium."
PROD316,CUST4059,5,"Shipping took too long, not satisfied."
PROD491,CUST5898,4,"Better than expected, great performance."
PROD548,CUST3339,3,"Shipping took too long, not satisfied."
PROD788,CUST9922,5,"The instructions were unclear, difficult to set up."
PROD200,CUST1733,4,"Great product, works as expected!"
PROD440,CUST6941,2,"Not satisfied, poor quality."
PROD110,CUST5712,5,"Not satisfied, poor quality."
PROD529,CUST5924,5,"Shipping took too long, not satisfied."
PROD432,CUST9122,3,"Arrived damaged, had to request a replacement."
PROD664,CUST9117,4,"Not what I ordered, very disappointed."
PROD611,CUST1938,2,"Not what I ordered, very disappointed."
PROD644,CUST3867,1,"Shipping took too long, not satisfied."
PROD892,CUST9814,5,"Perfect gift for my friend, they loved it!"
PROD626,CUST5355,5,"Battery life is very short, not as advertised."
PROD139,CUST4737,5,"Not satisfied, poor quality."
PROD529,CUST7265,3,"Arrived damaged, had to request a replacement."
PROD636,CUST3721,2,"Shipping took too long, not satisfied."
PROD124,CUST2903,3,"Great product, works as expected!"
PROD969,CUST3967,3,"Great product, works as expected!"
PROD781,CUST2160,3,"Shipping took too long, not satisfied."
PROD749,CUST4833,2,"Great product, works as expected!"
PROD135,CUST8905,4,"Very easy to use, beginner-friendly."
PROD857,CUST3356,1,"Arrived damaged, had to request a replacement."
PROD875,CUST1303,2,"Battery life is very short, not as advertised."
PROD814,CUST2802,5,"Shipping took too long, not satisfied."
PROD187,CUST8191,1,"Very easy to use, beginner-friendly."
PROD560,CUST9344,5,"Better than expected, great performance."
PROD671,CUST4579,5,"The instructions were unclear, difficult to set up."
PROD755,CUST4813,3,"Fantastic build quality, feels premium."
PROD292,CUST3807,1,"Arrived damaged, had to request a replacement."
PROD168,CUST1597,5,"Great product, works as expected!"
PROD948,CUST5744,3,"Perfect gift for my friend, they loved it!"
PROD556,CUST2159,5,"Shipping took too long, not satisfied."
PROD242,CUST2243,3,"The instructions were unclear, difficult to set up."
PROD843,CUST4075,1,"Perfect gift for my friend, they loved it!"
PROD194,CUST1379,4,"Great product, works as expected!"
PROD761,CUST8852,1,"Very easy to use, beginner-friendly."
PROD714,CUST7425,5,"Arrived damaged, had to request a replacement."
PROD820,CUST4349,4,"Arrived damaged, had to request a replacement."
PROD770,CUST6034,2,"The instructions were unclear, difficult to set up."
PROD109,CUST8912,2,"Better than expected, great performance."
PROD917,CUST5034,3,"Very easy to use, beginner-friendly."
PROD441,CUST5435,5,"Shipping took too long, not satisfied."
PROD134,CUST2533,2,"Great product, works as expected!"
PROD782,CUST7616,5,"Arrived damaged, had to request a replacement."
PROD818,CUST6086,5,"Not satisfied, poor quality."
PROD390,CUST2931,5,"Shipping took too long, not satisfied."
PROD683,CUST9291,4,"Great product, works as expected!"
PROD566,CUST2483,2,"Arrived damaged, had to request a replacement."
PROD464,CUST3962,3,"Arrived damaged, had to request a replacement."
PROD679,CUST1261,1,"Shipping took too long, not satisfied."
PROD837,CUST3168,5,"Battery life is very short, not as advertised."
PROD612,CUST7439,2,"Battery life is very short, not as advertised."
PROD941,CUST4868,5,"Not satisfied, poor quality."
PROD467,CUST5469,2,"Battery life is very short, not as advertised."
PROD746,CUST2412,5,"Not what I ordered, very disappointed."
PROD464,CUST3537,4,"Better than expected, great performance."
PROD420,CUST9871,2,"Perfect gift for my friend, they loved it!"
PROD424,CUST1438,5,"Not what I ordered, very disappointed."
PROD888,CUST5154,1,"Battery life is very short, not as advertised."
PROD210,CUST8678,4,"Fantastic build quality, feels premium."
PROD110,CUST7778,3,"Arrived damaged, had to request a replacement."
PROD544,CUST5507,4,"Not what I ordered, very disappointed."
PROD828,CUST8725,5,"Better than expected, great performance."
PROD336,CUST8856,5,"The instructions were unclear, difficult to set up."
PROD416,CUST3563,1,"Better than expected, great performance."
PROD402,CUST3092,2,"Shipping took too long, not satisfied."
PROD313,CUST3556,1,"Fantastic build quality, feels premium."
PROD330,CUST3801,5,"The instructions were unclear, difficult to set up."
PROD817,CUST1300,5,"Very easy to use, beginner-friendly."
PROD882,CUST2140,1,"Not satisfied, poor quality."
PROD478,CUST4787,5,"Not what I ordered, very disappointed."
PROD950,CUST3836,4,"Perfect gift for my friend, they loved it!"
PROD786,CUST5234,5,"Not what I ordered, very disappointed."
PROD157,CUST7537,4,"Shipping took too long, not satisfied."
PROD414,CUST1742,1,"Great product, works as expected!"
PROD100,CUST4497,5,"Shipping took too long, not satisfied."
PROD852,CUST3884,3,"Not satisfied, poor quality."
PROD746,CUST3257,2,"Perfect gift for my friend, they loved it!"
PROD575,CUST2202,2,"Very easy to use, beginner-friendly."
PROD546,CUST8819,5,"Arrived damaged, had to request a replacement."
PROD990,CUST4512,1,"Shipping took too long, not satisfied."
PROD646,CUST7155,1,"Shipping took too long, not satisfied."
PROD129,CUST5553,2,"Great product, works as expected!"
PROD714,CUST5562,4,"Better than expected, great performance."
PROD663,CUST7151,5,"Arrived damaged, had to request a replacement."
PROD763,CUST5316,3,"Very easy to use, beginner-friendly."
PROD541,CUST5697,1,"Fantastic build quality, feels premium."
PROD538,CUST6119,3,"Fantastic build quality, feels premium."
PROD766,CUST3551,5,"Perfect gift for my friend, they loved it!"
PROD884,CUST8585,2,"Fantastic build quality, feels premium."
PROD212,CUST5414,3,"Not satisfied, poor quality."
PROD820,CUST1280,2,"Perfect gift for my friend, they loved it!"
PROD786,CUST9079,5,"Very easy to use, beginner-friendly."
PROD142,CUST3726,5,"Battery life is very short, not as advertised."
PROD534,CUST4567,1,"Battery life is very short, not as advertised."
PROD989,CUST3476,4,"Shipping took too long, not satisfied."
PROD524,CUST4486,1,"The instructions were unclear, difficult to set up."
PROD996,CUST3515,5,"Not what I ordered, very disappointed."
PROD128,CUST3232,1,"Perfect gift for my friend, they loved it!"
PROD476,CUST1350,2,"Arrived damaged, had to request a replacement."
PROD183,CUST4387,2,"Not satisfied, poor quality."
PROD248,CUST5204,1,"Shipping took too long, not satisfied."
PROD328,CUST2793,2,"Arrived damaged, had to request a replacement."
PROD324,CUST8223,2,"Arrived damaged, had to request a replacement."
PROD186,CUST8647,2,"Shipping took too long, not satisfied."
PROD137,CUST9636,3,"Not what I ordered, very disappointed."
PROD851,CUST9388,5,"Battery life is very short, not as advertised."
PROD692,CUST9767,2,"Great product, works as expected!"
PROD621,CUST9773,4,"Battery life is very short, not as advertised."
PROD853,CUST1773,2,"Battery life is very short, not as advertised."
PROD963,CUST8034,2,"Battery life is very short, not as advertised."
PROD919,CUST4890,5,"Fantastic build quality, feels premium."
PROD162,CUST5626,1,"Better than expected, great performance."
PROD149,CUST7896,5,"Very easy to use, beginner-friendly."
PROD478,CUST1586,3,"Not satisfied, poor quality."
PROD188,CUST2857,3,"Not satisfied, poor quality."
PROD407,CUST8935,1,"Battery life is very short, not as advertised."
PROD565,CUST4585,2,"Fantastic build quality, feels premium."
PROD290,CUST4637,4,"Shipping took too long, not satisfied."
PROD646,CUST7884,3,"Fantastic build quality, feels premium."
PROD174,CUST5152,5,"Great product, works as expected!"
PROD171,CUST8722,3,"Battery life is very short, not as advertised."
PROD839,CUST1324,1,"Shipping took too long, not satisfied."
PROD882,CUST9839,1,"Better than expected, great performance."
PROD216,CUST7434,1,"Perfect gift for my friend, they loved it!"
PROD364,CUST2045,2,"Better than expected, great performance."
PROD660,CUST8139,3,"Very easy to use, beginner-friendly."
PROD745,CUST1103,4,"Great product, works as expected!"
PROD638,CUST7306,1,"Great product, works as expected!"
PROD809,CUST2089,5,"Very easy to use, beginner-friendly."
PROD136,CUST3682,5,"Perfect gift for my friend, they loved it!"
PROD894,CUST5315,3,"The instructions were unclear, difficult to set up."
PROD714,CUST8967,2,"Better than expected, great performance."
PROD285,CUST1328,4,"Shipping took too long, not satisfied."
PROD403,CUST8323,5,"Arrived damaged, had to request a replacement."
PROD992,CUST7170,3,"Very easy to use, beginner-friendly."
PROD615,CUST9660,4,"Better than expected, great performance."
PROD737,CUST8155,3,"Better than expected, great performance."
PROD395,CUST7213,2,"Perfect gift for my friend, they loved it!"
PROD315,CUST8490,4,"Battery life is very short, not as advertised."
PROD979,CUST9324,3,"Shipping took too long, not satisfied."
PROD887,CUST8905,5,"Very easy to use, beginner-friendly."
PROD349,CUST5890,1,"Very easy to use, beginner-friendly."
PROD772,CUST9285,3,"Very easy to use, beginner-friendly."
PROD930,CUST9678,2,"Great product, works as expected!"
PROD860,CUST1935,1,"Not what I ordered, very disappointed."
PROD783,CUST6140,3,"Better than expected, great performance."
PROD866,CUST5380,5,"Perfect gift for my friend, they loved it!"
PROD294,CUST2598,5,"The instructions were unclear, difficult to set up."
PROD762,CUST6542,4,"Better than expected, great performance."
PROD390,CUST3267,2,"The instructions were unclear, difficult to set up."
PROD395,CUST1255,3,"The instructions were unclear, difficult to set up."
PROD727,CUST2582,1,"Battery life is very short, not as advertised."
