CUST9446,Gaming Console,Toys,940,8/12/2023,PayPal
CUST8759,Smartphone,Electronics,765,7/12/2023,Cash on Delivery
CUST4030,Monitor,Beauty,305,7/12/2023,Bank Transfer
CUST2728,Smartphone,Fashion,1397,7/12/2023,Credit Card
CUST5158,Monitor,Groceries,1613,7/12/2023,Bank Transfer
CUST9239,Mouse,Automotive,339,6/12/2023,Cash on Delivery
CUST6201,Gaming Console,Furniture,649,6/12/2023,Credit Card
CUST3094,Mouse,Fashion,1677,6/12/2023,Debit Card
CUST4567,Keyboard,Toys,1024,6/12/2023,Cash on Delivery
CUST9398,Keyboard,Electronics,1239,6/12/2023,Bank Transfer
CUST8044,Gaming Console,Toys,1018,6/12/2023,Credit Card
CUST1209,Mouse,Fashion,761,5/12/2023,PayPal
CUST5324,Smartwatch,Books,135,5/12/2023,Debit Card
CUST2704,Smartwatch,Fashion,275,5/12/2023,Debit Card
CUST9530,Tablet,Sports,443,5/12/2023,Credit Card
CUST6225,Tablet,Automotive,1428,5/12/2023,Cash on Delivery
CUST4650,Laptop,Automotive,1409,4/12/2023,PayPal
CUST1187,Smartwatch,Automotive,703,4/12/2023,Credit Card
CUST1221,Gaming Console,Home Appliances,1521,4/12/2023,PayPal
CUST2567,Mouse,Sports,1525,4/12/2023,PayPal
CUST1023,Mouse,Furniture,335,4/12/2023,Debit Card
CUST1321,Monitor,Toys,961,4/12/2023,Bank Transfer
CUST2737,Smartwatch,Electronics,102,3/12/2023,Credit Card
CUST5798,Keyboard,Toys,1342,3/12/2023,Cash on Delivery
CUST6885,Keyboard,Books,1069,3/12/2023,Debit Card
CUST6668,Smartphone,Books,274,3/12/2023,Credit Card
CUST3999,Keyboard,Home Appliances,1980,3/12/2023,PayPal
CUST7937,Smartwatch,Furniture,1063,3/12/2023,Cash on Delivery
CUST3136,Monitor,Furniture,610,3/12/2023,Cash on Delivery
CUST3332,Smartphone,Toys,823,3/12/2023,Cash on Delivery
CUST2156,Tablet,Electronics,1169,2/12/2023,Debit Card
CUST3545,Gaming Console,Furniture,635,2/12/2023,Debit Card
CUST2777,Smartphone,Furniture,1286,2/12/2023,PayPal
CUST1406,Monitor,Electronics,1201,2/12/2023,Debit Card
CUST9137,Keyboard,Fashion,1919,2/12/2023,Bank Transfer
CUST6439,Keyboard,Fashion,483,2/12/2023,Debit Card
CUST7330,Gaming Console,Furniture,1172,1/12/2023,Bank Transfer
CUST3822,Laptop,Automotive,1728,1/12/2023,Bank Transfer
CUST5911,Smartwatch,Sports,609,1/12/2023,Debit Card
CUST8788,Gaming Console,Furniture,879,1/12/2023,PayPal
CUST2543,Headphones,Automotive,1180,30/11/2023,Bank Transfer
CUST6880,Gaming Console,Groceries,906,30/11/2023,PayPal
CUST1971,Camera,Home Appliances,1987,30/11/2023,PayPal
CUST8434,Tablet,Groceries,1276,30/11/2023,PayPal
CUST3381,Gaming Console,Electronics,949,29/11/2023,Cash on Delivery
CUST7115,Tablet,Beauty,638,29/11/2023,PayPal
CUST7368,Gaming Console,Automotive,1790,29/11/2023,Bank Transfer
CUST3136,Mouse,Home Appliances,247,29/11/2023,PayPal
CUST7100,Tablet,Beauty,1005,29/11/2023,PayPal
CUST8123,Laptop,Sports,1204,29/11/2023,Debit Card
CUST7602,Tablet,Toys,1585,29/11/2023,Bank Transfer
CUST2494,Camera,Toys,625,29/11/2023,Debit Card
CUST6644,Smartwatch,Electronics,1073,28/11/2023,Cash on Delivery
CUST7999,Laptop,Beauty,580,28/11/2023,Credit Card
CUST6762,Smartphone,Automotive,229,28/11/2023,Cash on Delivery
CUST1509,Tablet,Electronics,956,28/11/2023,Bank Transfer
CUST8389,Monitor,Furniture,1262,27/11/2023,Cash on Delivery
CUST5732,Camera,Automotive,1640,27/11/2023,Credit Card
CUST9099,Mouse,Books,1775,27/11/2023,Credit Card
CUST8920,Camera,Groceries,1604,27/11/2023,Credit Card
CUST8108,Smartphone,Books,468,27/11/2023,Cash on Delivery
CUST8061,Laptop,Furniture,894,26/11/2023,Bank Transfer
CUST4530,Gaming Console,Furniture,284,26/11/2023,PayPal
CUST3714,Keyboard,Electronics,431,26/11/2023,Debit Card
CUST5084,Camera,Home Appliances,27,26/11/2023,Cash on Delivery
CUST6007,Gaming Console,Sports,1665,26/11/2023,Credit Card
CUST8930,Gaming Console,Furniture,853,26/11/2023,PayPal
CUST4399,Camera,Toys,1142,25/11/2023,PayPal
CUST7042,Smartphone,Sports,906,25/11/2023,Debit Card
CUST9147,Monitor,Sports,1023,25/11/2023,Debit Card
CUST5423,Camera,Fashion,1851,24/11/2023,Cash on Delivery
CUST6536,Keyboard,Books,19,24/11/2023,Debit Card
CUST3783,Tablet,Beauty,867,24/11/2023,Cash on Delivery
CUST4217,Mouse,Electronics,99,24/11/2023,PayPal
CUST2050,Monitor,Groceries,1104,23/11/2023,Debit Card
CUST2196,Keyboard,Fashion,120,23/11/2023,Credit Card
CUST4107,Tablet,Beauty,54,22/11/2023,Cash on Delivery
CUST1895,Headphones,Home Appliances,613,22/11/2023,Credit Card
CUST9915,Gaming Console,Furniture,1879,22/11/2023,Bank Transfer
CUST3483,Headphones,Automotive,897,22/11/2023,PayPal
CUST9657,Keyboard,Beauty,1259,22/11/2023,PayPal
CUST6063,Smartphone,Books,65,22/11/2023,Bank Transfer
CUST9673,Tablet,Beauty,110,21/11/2023,PayPal
CUST9680,Tablet,Electronics,1280,21/11/2023,Bank Transfer
CUST8158,Monitor,Sports,1112,21/11/2023,Cash on Delivery
CUST6825,Laptop,Groceries,1851,20/11/2023,Bank Transfer
CUST6031,Tablet,Home Appliances,500,20/11/2023,Debit Card
CUST1427,Tablet,Beauty,1588,20/11/2023,Bank Transfer
CUST5136,Smartwatch,Electronics,844,20/11/2023,Credit Card
CUST7500,Mouse,Fashion,147,20/11/2023,Cash on Delivery
CUST6148,Smartphone,Electronics,443,20/11/2023,Bank Transfer
CUST5562,Smartwatch,Automotive,604,19/11/2023,Credit Card
CUST9260,Keyboard,Books,1027,19/11/2023,Cash on Delivery
CUST6306,Keyboard,Sports,358,19/11/2023,PayPal
CUST4684,Monitor,Beauty,1635,18/11/2023,Cash on Delivery
CUST1020,Smartphone,Books,1855,18/11/2023,Cash on Delivery
CUST1184,Laptop,Home Appliances,233,18/11/2023,Bank Transfer
CUST8836,Mouse,Fashion,200,18/11/2023,PayPal
CUST2786,Headphones,Sports,1441,18/11/2023,Bank Transfer
CUST8128,Gaming Console,Toys,343,17/11/2023,Bank Transfer
CUST6490,Gaming Console,Beauty,917,17/11/2023,PayPal
CUST7868,Tablet,Toys,505,17/11/2023,Credit Card
CUST3492,Laptop,Groceries,1515,17/11/2023,PayPal
CUST6631,Smartphone,Sports,804,17/11/2023,PayPal
CUST8850,Tablet,Fashion,1586,17/11/2023,Debit Card
CUST9142,Mouse,Automotive,1124,16/11/2023,Debit Card
CUST6032,Mouse,Toys,332,16/11/2023,Credit Card
CUST5413,Mouse,Beauty,1208,16/11/2023,Credit Card
CUST4060,Tablet,Fashion,1401,16/11/2023,PayPal
CUST3693,Tablet,Home Appliances,807,16/11/2023,Bank Transfer
CUST1906,Laptop,Toys,1905,16/11/2023,PayPal
CUST4455,Mouse,Electronics,1284,16/11/2023,Cash on Delivery
CUST2023,Tablet,Fashion,238,16/11/2023,Debit Card
CUST4355,Camera,Home Appliances,904,16/11/2023,Cash on Delivery
CUST4148,Smartwatch,Fashion,1145,15/11/2023,Credit Card
CUST7812,Headphones,Sports,1566,15/11/2023,Credit Card
CUST4843,Headphones,Toys,1243,14/11/2023,Debit Card
CUST5050,Monitor,Toys,1634,14/11/2023,PayPal
CUST5619,Keyboard,Books,1989,14/11/2023,PayPal
CUST5449,Mouse,Furniture,1825,14/11/2023,Debit Card
CUST2337,Laptop,Fashion,1935,13/11/2023,Debit Card
CUST4347,Gaming Console,Groceries,1699,13/11/2023,Credit Card
CUST6585,Gaming Console,Electronics,251,13/11/2023,PayPal
CUST6351,Smartphone,Electronics,1000,13/11/2023,Bank Transfer
CUST5589,Mouse,Automotive,1717,13/11/2023,Bank Transfer
CUST3215,Monitor,Automotive,1696,13/11/2023,Cash on Delivery
CUST3621,Headphones,Home Appliances,1725,13/11/2023,Debit Card
CUST4029,Gaming Console,Home Appliances,1446,13/11/2023,Credit Card
CUST2340,Monitor,Furniture,1972,13/11/2023,Credit Card
CUST2541,Headphones,Automotive,610,12/11/2023,PayPal
CUST1018,Mouse,Furniture,1105,12/11/2023,Debit Card
CUST4292,Camera,Beauty,117,12/11/2023,PayPal
CUST3183,Gaming Console,Automotive,1475,12/11/2023,PayPal
CUST8188,Camera,Home Appliances,676,12/11/2023,Credit Card
CUST7865,Mouse,Groceries,1698,12/11/2023,Credit Card
CUST2808,Laptop,Beauty,141,12/11/2023,Bank Transfer
CUST3928,Smartphone,Electronics,1467,11/11/2023,Cash on Delivery
CUST6891,Monitor,Books,1824,11/11/2023,PayPal
CUST5450,Mouse,Sports,989,11/11/2023,Debit Card
CUST4893,Laptop,Books,919,11/11/2023,Debit Card
CUST7398,Camera,Electronics,1023,11/11/2023,Credit Card
CUST8233,Keyboard,Electronics,1069,11/11/2023,Bank Transfer
CUST4370,Gaming Console,Toys,763,10/11/2023,Credit Card
CUST5460,Tablet,Sports,453,10/11/2023,Credit Card
CUST5004,Headphones,Automotive,1610,10/11/2023,Cash on Delivery
CUST2686,Keyboard,Home Appliances,1133,9/11/2023,Debit Card
CUST9311,Smartwatch,Fashion,1440,9/11/2023,Debit Card
CUST1223,Camera,Electronics,689,9/11/2023,Bank Transfer
CUST3639,Tablet,Electronics,1974,9/11/2023,Bank Transfer
CUST6597,Smartphone,Toys,1019,9/11/2023,Cash on Delivery
CUST1259,Camera,Sports,36,9/11/2023,Bank Transfer
CUST8853,Keyboard,Electronics,1497,8/11/2023,Debit Card
CUST6471,Laptop,Groceries,112,8/11/2023,Debit Card
CUST7916,Tablet,Furniture,1028,8/11/2023,Bank Transfer
CUST5138,Camera,Beauty,293,8/11/2023,Bank Transfer
CUST6385,Headphones,Books,1617,8/11/2023,PayPal
CUST3986,Headphones,Books,399,8/11/2023,Cash on Delivery
CUST1818,Camera,Fashion,337,7/11/2023,PayPal
CUST6524,Gaming Console,Sports,1836,7/11/2023,Credit Card
CUST8741,Smartphone,Groceries,68,7/11/2023,Credit Card
CUST2146,Mouse,Sports,89,7/11/2023,Cash on Delivery
CUST5234,Laptop,Beauty,103,7/11/2023,Bank Transfer
CUST1490,Laptop,Beauty,226,7/11/2023,PayPal
CUST3878,Smartwatch,Beauty,1354,7/11/2023,Credit Card
CUST8611,Smartwatch,Home Appliances,381,6/11/2023,PayPal
CUST9099,Headphones,Electronics,1724,6/11/2023,PayPal
CUST9457,Monitor,Automotive,656,6/11/2023,Cash on Delivery
CUST8936,Camera,Furniture,1765,6/11/2023,PayPal
CUST5366,Camera,Toys,1920,6/11/2023,Cash on Delivery
CUST9854,Camera,Fashion,301,5/11/2023,PayPal
CUST9172,Camera,Books,883,5/11/2023,Debit Card
CUST2654,Smartphone,Sports,497,5/11/2023,Credit Card
CUST4273,Smartwatch,Sports,600,5/11/2023,Bank Transfer
CUST5034,Gaming Console,Books,1299,5/11/2023,Bank Transfer
CUST6745,Monitor,Beauty,1259,4/11/2023,Bank Transfer
CUST3415,Keyboard,Groceries,17,4/11/2023,Bank Transfer
CUST8237,Mouse,Sports,109,4/11/2023,Bank Transfer
CUST6884,Tablet,Furniture,549,4/11/2023,Credit Card
CUST8771,Monitor,Sports,1472,4/11/2023,Cash on Delivery
CUST3700,Headphones,Books,1116,4/11/2023,Cash on Delivery
CUST4227,Gaming Console,Electronics,269,4/11/2023,Bank Transfer
CUST6140,Smartwatch,Automotive,506,4/11/2023,PayPal
CUST2531,Monitor,Fashion,683,4/11/2023,Credit Card
CUST1378,Laptop,Sports,1782,4/11/2023,PayPal
CUST7509,Tablet,Beauty,939,4/11/2023,Cash on Delivery
CUST9579,Smartwatch,Electronics,808,3/11/2023,Bank Transfer
CUST6591,Tablet,Books,1124,3/11/2023,Debit Card
CUST9578,Smartwatch,Groceries,1402,3/11/2023,Credit Card
CUST2045,Smartwatch,Toys,796,2/11/2023,Debit Card
CUST2205,Camera,Fashion,1668,2/11/2023,Credit Card
CUST2328,Keyboard,Toys,521,2/11/2023,Debit Card
CUST4890,Gaming Console,Toys,1819,2/11/2023,PayPal
CUST3591,Monitor,Fashion,75,1/11/2023,Credit Card
CUST3120,Gaming Console,Toys,575,1/11/2023,Bank Transfer
CUST4119,Smartwatch,Fashion,1096,1/11/2023,PayPal
CUST2264,Monitor,Furniture,269,1/11/2023,PayPal
CUST6820,Camera,Furniture,1121,1/11/2023,Cash on Delivery
CUST9765,Laptop,Sports,890,1/11/2023,Bank Transfer
CUST7509,Smartwatch,Sports,1532,31/10/2023,Cash on Delivery
CUST9323,Smartphone,Toys,1694,31/10/2023,PayPal
CUST9740,Smartwatch,Toys,1559,31/10/2023,Bank Transfer
CUST8578,Laptop,Toys,1093,31/10/2023,Debit Card
CUST5101,Gaming Console,Fashion,1072,31/10/2023,Bank Transfer
CUST5786,Keyboard,Automotive,1552,30/10/2023,Credit Card
CUST8184,Monitor,Fashion,1964,30/10/2023,Debit Card
CUST2018,Tablet,Books,691,30/10/2023,Credit Card
CUST3218,Laptop,Electronics,87,30/10/2023,Bank Transfer
CUST5893,Keyboard,Groceries,1949,30/10/2023,Credit Card
CUST4162,Tablet,Groceries,505,30/10/2023,Debit Card
CUST2119,Smartwatch,Electronics,470,30/10/2023,Cash on Delivery
CUST7812,Gaming Console,Sports,1368,30/10/2023,Credit Card
CUST6083,Smartphone,Books,306,29/10/2023,Cash on Delivery
CUST6178,Camera,Furniture,1127,29/10/2023,Credit Card
CUST4077,Headphones,Beauty,1454,29/10/2023,PayPal
CUST8531,Smartwatch,Books,1174,29/10/2023,Bank Transfer
CUST1023,Monitor,Groceries,1367,29/10/2023,PayPal
CUST6035,Camera,Beauty,1477,29/10/2023,PayPal
CUST1316,Smartphone,Home Appliances,1805,29/10/2023,Debit Card
CUST2397,Smartwatch,Books,86,29/10/2023,Bank Transfer
CUST6211,Gaming Console,Sports,687,28/10/2023,PayPal
CUST9944,Monitor,Fashion,365,28/10/2023,PayPal
CUST2104,Keyboard,Books,788,28/10/2023,PayPal
CUST9755,Gaming Console,Furniture,104,28/10/2023,Credit Card
CUST6317,Smartphone,Fashion,421,28/10/2023,Cash on Delivery
CUST8609,Tablet,Electronics,1538,27/10/2023,Debit Card
CUST9143,Monitor,Electronics,1340,27/10/2023,Debit Card
CUST6684,Tablet,Fashion,665,27/10/2023,Debit Card
CUST7136,Monitor,Fashion,457,27/10/2023,Debit Card
CUST6232,Smartphone,Toys,1062,27/10/2023,Credit Card
CUST3740,Keyboard,Beauty,1954,27/10/2023,Bank Transfer
CUST7252,Smartphone,Groceries,272,27/10/2023,PayPal
CUST2056,Smartphone,Automotive,316,26/10/2023,Debit Card
CUST7710,Keyboard,Sports,774,26/10/2023,Bank Transfer
CUST2902,Monitor,Fashion,934,26/10/2023,PayPal
CUST1716,Gaming Console,Toys,20,26/10/2023,PayPal
CUST1745,Monitor,Home Appliances,429,25/10/2023,Debit Card
CUST8300,Mouse,Fashion,488,25/10/2023,Credit Card
CUST9197,Laptop,Furniture,1659,24/10/2023,PayPal
CUST6552,Monitor,Automotive,1144,24/10/2023,Cash on Delivery
CUST5445,Mouse,Toys,1513,24/10/2023,Bank Transfer
CUST6057,Tablet,Groceries,510,24/10/2023,Bank Transfer
CUST8686,Mouse,Beauty,673,24/10/2023,Cash on Delivery
CUST5462,Keyboard,Electronics,726,24/10/2023,Cash on Delivery
CUST7657,Headphones,Groceries,426,24/10/2023,Credit Card
CUST2851,Tablet,Groceries,414,24/10/2023,PayPal
CUST8215,Smartwatch,Fashion,1080,24/10/2023,Debit Card
CUST4663,Tablet,Books,845,23/10/2023,Bank Transfer
CUST7495,Tablet,Beauty,668,22/10/2023,Bank Transfer
CUST2310,Smartwatch,Home Appliances,1703,22/10/2023,Bank Transfer
CUST7666,Camera,Automotive,1079,21/10/2023,Bank Transfer
CUST3871,Keyboard,Groceries,547,21/10/2023,Cash on Delivery
CUST4455,Smartphone,Toys,1015,21/10/2023,Cash on Delivery
CUST5598,Smartphone,Books,307,21/10/2023,Bank Transfer
CUST3644,Smartwatch,Fashion,335,21/10/2023,Credit Card
CUST1489,Smartphone,Automotive,1891,21/10/2023,PayPal
CUST3243,Tablet,Sports,1485,21/10/2023,Credit Card
CUST1408,Gaming Console,Electronics,1226,21/10/2023,PayPal
CUST2760,Laptop,Automotive,1820,20/10/2023,Debit Card
CUST5872,Smartwatch,Electronics,943,20/10/2023,Cash on Delivery
CUST6327,Keyboard,Fashion,839,20/10/2023,Credit Card
CUST1732,Mouse,Fashion,222,20/10/2023,Bank Transfer
CUST3148,Headphones,Groceries,1468,20/10/2023,Bank Transfer
CUST3669,Smartwatch,Toys,1154,20/10/2023,Credit Card
CUST1483,Laptop,Automotive,1792,19/10/2023,PayPal
CUST5111,Gaming Console,Beauty,1701,19/10/2023,Bank Transfer
CUST6789,Camera,Fashion,1978,19/10/2023,Cash on Delivery
CUST2426,Monitor,Furniture,435,18/10/2023,PayPal
CUST1894,Monitor,Beauty,1163,18/10/2023,Cash on Delivery
CUST3207,Tablet,Furniture,222,17/10/2023,Bank Transfer
CUST4682,Smartphone,Beauty,1319,17/10/2023,Bank Transfer
CUST1174,Camera,Toys,1737,17/10/2023,Bank Transfer
CUST5084,Laptop,Beauty,1509,17/10/2023,Credit Card
CUST7276,Monitor,Beauty,437,17/10/2023,Credit Card
CUST5588,Mouse,Sports,422,16/10/2023,Cash on Delivery
CUST3181,Monitor,Home Appliances,249,16/10/2023,PayPal
CUST3543,Camera,Books,1884,16/10/2023,Debit Card
CUST3280,Smartphone,Fashion,98,16/10/2023,PayPal
CUST1858,Smartwatch,Automotive,1851,16/10/2023,PayPal
CUST5592,Tablet,Beauty,679,16/10/2023,Credit Card
CUST2718,Tablet,Beauty,1943,16/10/2023,Bank Transfer
CUST4423,Monitor,Toys,175,15/10/2023,Credit Card
CUST9046,Smartphone,Fashion,58,15/10/2023,Debit Card
CUST6941,Camera,Beauty,1739,15/10/2023,Debit Card
CUST2378,Smartphone,Beauty,1820,15/10/2023,Bank Transfer
CUST9469,Smartwatch,Toys,1706,15/10/2023,Cash on Delivery
CUST7858,Laptop,Electronics,523,15/10/2023,PayPal
CUST3202,Mouse,Books,84,15/10/2023,Bank Transfer
CUST5504,Smartwatch,Books,149,14/10/2023,Cash on Delivery
CUST6622,Mouse,Beauty,615,14/10/2023,Credit Card
CUST6094,Smartwatch,Electronics,24,14/10/2023,Credit Card
CUST2564,Smartphone,Automotive,1251,14/10/2023,Debit Card
CUST4828,Smartwatch,Electronics,456,14/10/2023,Debit Card
CUST2410,Headphones,Furniture,925,13/10/2023,Debit Card
CUST3732,Tablet,Beauty,940,13/10/2023,Bank Transfer
CUST1936,Keyboard,Groceries,910,13/10/2023,Credit Card
CUST7667,Gaming Console,Books,274,12/10/2023,Bank Transfer
